	age	debug1	debug2	english.0-writing	english.1-reading	gender-Gender non conforming/non-binary	gender-Man	gender-Prefer not to answer	gender-Woman	original id	major	open1	open2	perceivedvalue.0-boring	perceivedvalue.1-productive	perceivedvalue.2-useless	perceivedvalue.3-engaging	pocc.0-learning the basic concepts	pocc.1-testing my ideas and theories	pocc.2-answering given questions	pocc.3-memorizing key information	pocc.4-exploring the topic	[qual1] Scenario 1	qual1	qual2	qual3	qual4	qual5	qual5reasoning	qual6	qual6reasoning	quant.0 - the width of the beaker is changed from 2cm to 1cm	quant.0 - the area is changed from 200mm2 to 100mm2	quant.1 - the concentration of wine is changed from 500 to 1000 mM	quant.1 - the separation is changed from 2mm to 4mm	quant.2 - the width of the beaker is changed from 2cm to 4cm and the concentration of wine is changed from 500 to 1000 mM	quant.2 - the area is changed from 200mm2 to 100mm2 and the plate separation is changed from 2mm to 1mm 	quant.3 - the width of the beaker is changed from 2cm to 1cm and the concentration of wine is changed from 500 to 1000 mM	quant.3 - the area is changed from 200mm2 to 100mm2 and the plate separation is changed from 2mm to 4mm 	strategies.0-setup my first experiment right away	strategies.10-try to identify mathematical relationships	strategies.11-try to apply my prior knowledge of physics	strategies.12-predict the result of a test before trying something out	strategies.13-decide what to investigate based on previous results	strategies.14-identify what I haven't investigated yet	strategies.1-spend time designing a set of experiments I want to conduct	strategies.2-make a plan	strategies.3-explore the different components of the PhET interface	strategies.4-identify important variables	strategies.5-look for weird outcomes I did not expect	strategies.6-look for general patterns and then dive into detailed experimentation	strategies.7-check if the relationships I found hold under different conditions	strategies.8-think about why I get the results I get	strategies.9-summarize my findings as I go	strategies_att.0-try to get the right answer	strategies_att.1-improve my scientific reasoning skill	strategies_att.2-try to learn more about the topic	strategies_att.3-finish as quickly as possible	strategies_att.4-come up with my own questions to investigate	taskinterpretation.0-investigate the basic mechanics of the topic at hand	taskinterpretation.1-design my own experiments that can help me understand the topic at hand	taskinterpretation.2-memorize information about the topic at hand	taskinterpretation.3-complete a certain number of  questions	taskinterpretation.4-develop scientific reasoning skills	year-1st year undergraduate	year-2nd year undergraduate	year-3rd year undergraduate	year-4th year undergraduate	sim	sim_index	sid
12	18-19	There may be constants in the equation, but there is no addition or subtraction; the charge is either proportional or inversely proportional to the measured variables\n	The charge seemed to be proportional to the inverse of the plate separation, not its square. 	Fluent	Fluent		1.0			36107164	*Undeclared	More or less did the same thing, didn't discard recordings until I found the correlations.	Using intuition and past knowledge, but being allowed to use external references would help.	Somewhat	Somewhat	Somewhat	Mostly	Sometimes	Often	Often	Sometimes	Often		larger plates (https://survey.ubc.ca/media/assets/user/27714/storage/bigPlates_10V.png)	higher voltage battery (https://survey.ubc.ca/media/assets/user/27714/storage/bigPlates_10V.png)	 (https://survey.ubc.ca/media/assets/user/23165/storage/equal2.png)	smaller separation (https://survey.ubc.ca/media/assets/user/27714/storage/bigPlates_10V.png)	 (https://survey.ubc.ca/media/assets/user/23165/storage/equal2.png)	Absolute charge, the positive and negative voltage battery in this case are the same circuit viewed in a different orientation	two large plates perfectly aligned (https://survey.ubc.ca/media/assets/user/27714/storage/bigPlates_10V.png)	Having offset plates would be similar to having plates at a greater seperation		0.5		0.5		0.1		0.25	Mostly	Mostly	Definitely	Mostly	Mostly	Mostly	Mostly	Somewhat	Somewhat	Mostly	Not at all	Mostly	Definitely	Mostly	Mostly	Mostly	Mostly	Mostly	Somewhat	Somewhat	Definitely	Definitely	Somewhat	Somewhat	Mostly	1.0				Capacitance	2	36107164
13	20-22	The equation is correct except that instead of minus-ing the plate separation (s), it should be placed in the place of the denominator since plate separation is inversely proportional to the plate charge 	The formula is correct except for the negative sign, since plate charge is directly proportional to both battery voltage and plate area and inversely proportional to plate separation (which has been squared, thus removing the need for a negative sign in the equation)	Fluent	Fluent				1.0	53262971	Biology	I tried to look for patterns in the value of the plate charge based on the varing degrees of the different factors affecting this value - once I found a consistent pattern, I used it to make predictions on the value of the plate charge 	I would be more methodical next time provided I have more time to complete the experiment. Additionally, i would better present my observations by forming better and more explanatory graphs 	Somewhat	Mostly	Somewhat	Mostly	Often	Often	Often	Often	Often		larger plates (https://survey.ubc.ca/media/assets/user/27714/storage/bigPlates_10V.png)	higher voltage battery (https://survey.ubc.ca/media/assets/user/27714/storage/bigPlates_10V.png)	 (https://survey.ubc.ca/media/assets/user/23165/storage/equal2.png)	smaller separation (https://survey.ubc.ca/media/assets/user/27714/storage/bigPlates_10V.png)	positive voltage battery (https://survey.ubc.ca/media/assets/user/27714/storage/bigPlates_10V.png)	battery voltage is directly proportional to plate charge	two large plates perfectly aligned (https://survey.ubc.ca/media/assets/user/27714/storage/bigPlates_10V.png)	since the separation between the two plates is smaller in the scenario with the two large plates perfectly aligned with each other - plate separation is inversely proportional to plate charge		0.5pC		0.5pC		1pC		0.25pC	Not at all	Mostly	Somewhat	Definitely	Mostly	Mostly	Mostly	Mostly	Mostly	Mostly	Somewhat	Definitely	Mostly	Definitely	Mostly	Definitely	Mostly	Definitely	Somewhat	Mostly	Definitely	Definitely	Not at all	Definitely	Definitely			1.0		Capacitance	2	53262971
14	18-19	I do not think this equation is correct, as V and A should be multiplied together and divided by s to give Q.	This looks more correct, although I would disagree with the negative sign and the s^2. Neither this nor the last equation was consistent with the graphs of data	Fluent	Fluent		1.0			78992166	Engineering Physics	I went about it in a similar way: trying to play with the features. It was different this time because there was a more complex relationship between the variables. THere were also more variables. 	It was fine to play around, but ultimately in this experimetn it was important to collect data and graph it. This was a less fun phet because there was more graphing than messing with the apparatus	Mostly	Somewhat	Not at all	Not at all	Often	Almost always	Sometimes	Sometimes	Almost always		larger plates (https://survey.ubc.ca/media/assets/user/27714/storage/bigPlates_10V.png)	higher voltage battery (https://survey.ubc.ca/media/assets/user/27714/storage/bigPlates_10V.png)	 (https://survey.ubc.ca/media/assets/user/23165/storage/equal2.png)	smaller separation (https://survey.ubc.ca/media/assets/user/27714/storage/bigPlates_10V.png)	 (https://survey.ubc.ca/media/assets/user/23165/storage/equal2.png)	all the plates are  the same size and distance apart. Although the voltages are opposite, their absolute value is the same.	two large plates perfectly aligned (https://survey.ubc.ca/media/assets/user/27714/storage/bigPlates_10V.png)	The two plates that are aligned are more likely to have a higher charge, because they have the most overlapping surface area. The distance between the two plates is shorter in all cases, unlike the offset plates.		0.5		0.5		1		0.25	Definitely	Definitely	Definitely	Mostly	Mostly	Mostly	Not at all	Not at all	Definitely	Mostly	Mostly	Definitely	Definitely	Somewhat	Somewhat	Not at all	Not at all	Somewhat	Not at all	Definitely	Somewhat	Not at all	Not at all	Definitely	Not at all	1.0				Capacitance	2	78992166
15	20-22	This formula makes sense as being correct because the total of all these variables will come to the accurate answer of the final charge on the plates. 	One thing I worry about in this formula is the applied negative sign on the voltage x area section of the equation. Since it will be divided by the separation, which is always a positive number, then the charge will constantly end up negative, which isn't necessarily accurate unless the voltage is actually a negatively charged volt. 	Fluent	Fluent				1.0	55825144	*Non science or applied science major	It was a little bit different because I learned from my mistakes from the first lab in not paying close enough attention to the mathematical implications of the experiments I was doing. 	What worked well was graphing the results more closely and also doing some mathematical trial and error work as I went along as I am. However, I would still need to work through more of these labs with the mathematical formulae associated with them to better understand the topic at hand rather than just the theoretical application. 	Somewhat	Mostly		Somewhat	Almost always	Often	Sometimes	Sometimes	Almost always		larger plates (https://survey.ubc.ca/media/assets/user/27714/storage/bigPlates_10V.png)	higher voltage battery (https://survey.ubc.ca/media/assets/user/27714/storage/bigPlates_10V.png)	larger plates (https://survey.ubc.ca/media/assets/user/27714/storage/bigPlates_0V.png)	smaller separation (https://survey.ubc.ca/media/assets/user/27714/storage/bigPlates_10V.png)	 (https://survey.ubc.ca/media/assets/user/23165/storage/equal2.png)	The plate charge is the same because no matter the negative attachment, it is still 10V of energy. The negative and positive ions will situate themselves differently on the plates, but will not change the final charge.	two large plates perfectly aligned (https://survey.ubc.ca/media/assets/user/27714/storage/bigPlates_10V.png)	The plates lined up allow for the energy to pass more efficiently through one another.		0.5		0.5		2.5		1	Definitely	Mostly	Somewhat	Somewhat	Definitely	Somewhat	Definitely	Definitely	Definitely	Definitely	Somewhat	Definitely	Definitely	Definitely	Definitely	Somewhat	Definitely	Definitely	Not at all	Mostly	Definitely	Definitely	Somewhat	Somewhat	Definitely			1.0		Capacitance	2	55825144
17	18-19	These values are not added together. The relationship between the variables and charge does not relate to the same relationships found in the virtual lab. A doubling of A, for example, in this equation will not result in a doubling of the value of Q.	This equation holds the relationships found in the virtual lab to be true. However, the unit analysis does not result in coulombs being given as the final unit for the charge. As a result there must be a missing constant. 	Fluent	Fluent				1.0	13193166	*Undeclared	I approached the task in almost the same way except I spent more time exploring the lab before taking measurements.	Next time, I would be more careful about recording observations instead of just randomly choosing values to test.	Mostly	Somewhat	Not at all	Somewhat	Almost always	Often	Sometimes	Sometimes	Almost always		larger plates (https://survey.ubc.ca/media/assets/user/27714/storage/bigPlates_10V.png)	higher voltage battery (https://survey.ubc.ca/media/assets/user/27714/storage/bigPlates_10V.png)	 (https://survey.ubc.ca/media/assets/user/23165/storage/equal2.png)	smaller separation (https://survey.ubc.ca/media/assets/user/27714/storage/bigPlates_10V.png)	 (https://survey.ubc.ca/media/assets/user/23165/storage/equal2.png)	While the sign of the charge reversed the amount of charge was the same. that is because the plate being measured was simply collecting a positive charge instead of a negative because the direction of charge flow was reversed.	two large plates perfectly aligned (https://survey.ubc.ca/media/assets/user/27714/storage/bigPlates_10V.png)	The area of the offset plate that is not on top of the oppositely charged plate will not collect a charge. The is no EMF at that part of the plate. This is because the opposite charges attract each other and want to pull them however, if there is no opposite charge pulling the electrons the plate will not develop a charge.		0.5		0.25		1		(1/8)	Mostly	Definitely	Definitely	Not at all	Definitely	Definitely	Not at all	Not at all	Somewhat	Definitely	Not at all	Definitely	Somewhat	Not at all	Definitely	Definitely	Definitely	Mostly	Definitely	Mostly	Mostly	Mostly	Not at all	Not at all	Definitely	1.0				Capacitance	2	13193166
18	18-19	Charge increases with voltage and area, and decreases with plate separation (by a factor of 1/separation). This equation seems to be rigorous for both voltage and area, however does not seem to take into account the inverse relationship 1/y of the plate separation. 	The voltage does not need a negative sign. Charge scales linearly with voltage and area, and by a factor of 1/s for plate separation. Here it is claimed that charge scales by a factor of 1/s^2. 	Fluent	Fluent		1.0			18365162	Electrical Engineering	I took more time trying to analyze and find a relationship for one variable. My conceptual understanding of what was going on was not quite as comprehensive this time around and so I spent a lot more time trying to figure out why changes were happening the way they were. 	I was able to figure out how different factors affected the charge, however I did not go through to see how those relationships hold up under different circumstances. For next time I would try to combine different changes and see what happens. 	Not at all	Mostly	Not at all	Mostly	Almost always	Almost always	Often	Sometimes	Almost always		larger plates (https://survey.ubc.ca/media/assets/user/27714/storage/bigPlates_10V.png)	higher voltage battery (https://survey.ubc.ca/media/assets/user/27714/storage/bigPlates_10V.png)	 (https://survey.ubc.ca/media/assets/user/23165/storage/equal2.png)	smaller separation (https://survey.ubc.ca/media/assets/user/27714/storage/bigPlates_10V.png)	 (https://survey.ubc.ca/media/assets/user/23165/storage/equal2.png)	All factors are the same (separation, area), the only difference is that the voltages are equal but opposite. Thus the capacitors will hold the same charge, though the flow will be in different directions with it is connected to the rest of the circuit. The absolute charge is the same .	two large plates perfectly aligned (https://survey.ubc.ca/media/assets/user/27714/storage/bigPlates_10V.png)	The separation is increased when it is offset (not all of the plate is equidistant from the other and thus the 'effective area' for charge to accumulate is decreased). 		0.5		0.5		1		0.25	Not at all	Mostly	Definitely	Somewhat	Definitely	Definitely	Mostly	Definitely	Definitely	Definitely	Somewhat	Definitely	Mostly	Mostly	Mostly	Somewhat	Definitely	Definitely	Not at all	Definitely	Mostly	Definitely	Not at all	Mostly	Definitely	1.0				Capacitance	2	18365162
19	18-19	The V with the battery voltage is wrong. The voltage being negative or positive does not affect the charge so in the equation, there needs to be a way to make it always positive, such as taking its square. The A and s seem reasonable as A is an addition relation and is directly proportional to the charge and s is a subtraction equation and it is inversely proportional to the charge. 	The V is still wrong because it doesn't show that the number being positive or negative doesn't make a difference. Dividing by s^2 makes sense since it's inversely proportional and exponential. The A being a multiplication relationship with the rest of the equation makes sense since its relationship with the charge is linear. 	Fluent	Fluent		1.0			19780165	*Undeclared	This one was much worse but I wasn't sure why. I had no experience with topics covered in either labs but I could figure out some stuff in the first one using basic common sense, the second one not so much. Also I think there was one more factor which made the time limit more problematic since data collection takes twice the time if one more independent variable is added. 	Nothing really worked well, I figured out some basics like whether it's proportional or inversely proportional but I couldn't make a reasonable equation for the charge. 	Definitely	Not at all	Definitely	Not at all	Sometimes	Almost never	Sometimes	Almost never	Almost never		larger plates (https://survey.ubc.ca/media/assets/user/27714/storage/bigPlates_10V.png)	higher voltage battery (https://survey.ubc.ca/media/assets/user/27714/storage/bigPlates_10V.png)	larger plates (https://survey.ubc.ca/media/assets/user/27714/storage/bigPlates_0V.png)	smaller separation (https://survey.ubc.ca/media/assets/user/27714/storage/bigPlates_10V.png)	 (https://survey.ubc.ca/media/assets/user/23165/storage/equal2.png)	Which direction the voltage comes from doesn't affect the result. I still think in the equation the voltage is squared. 	two large plates perfectly aligned (https://survey.ubc.ca/media/assets/user/27714/storage/bigPlates_10V.png)	I think that the charge which increases with plate area doesn't happen because the plate is bigger but because the area that the two plates match up on is bigger. 		0.5		0.5		1		0.25	Definitely	Definitely	Somewhat	Not at all	Somewhat	Mostly	Not at all	Somewhat	Somewhat	Mostly	Not at all	Mostly	Mostly	Mostly	Definitely	Definitely	Mostly	Somewhat	Definitely	Not at all	Somewhat	Not at all	Mostly	Mostly	Somewhat	1.0				Capacitance	2	19780165
20	18-19	the greater the battery voltage and the larger plate area will produce greater amount of charge on the plate of a capacitor.\nHowever, the greater plate separation it is, the higher amount of charge on the plate of a capacitor will be observed.	battery voltage and the plate area are directly proportional to the amount of charge, while the plate separation is also directly proportional to the amount of charge instead of inversely proportionate to.	Average	Average				1.0	11997159	Statistics	Try to change different factors that might affect the amount of charge.	Most factors do change the amount of charge, but I am not sure how will it affect. I should observe more and think about more next time.	Not at all	Mostly	Not at all	Mostly	Often	Often	Often	Often	Often		larger plates (https://survey.ubc.ca/media/assets/user/27714/storage/bigPlates_10V.png)	higher voltage battery (https://survey.ubc.ca/media/assets/user/27714/storage/bigPlates_10V.png)	larger plates (https://survey.ubc.ca/media/assets/user/27714/storage/bigPlates_0V.png)	larger separation (https://survey.ubc.ca/media/assets/user/27714/storage/bigPlates_largeSep_10V.png)	positive voltage battery (https://survey.ubc.ca/media/assets/user/27714/storage/bigPlates_10V.png)	the higher voltage, the greater plate charge it is.	two large plates perfectly aligned (https://survey.ubc.ca/media/assets/user/27714/storage/bigPlates_10V.png)	if two large plates offset from one another, the absolute plate charge will be pretty small.		0.5		2		0.5		1	Mostly	Mostly	Definitely	Mostly	Definitely	Mostly	Mostly	Definitely	Mostly	Mostly	Somewhat	Definitely	Definitely	Definitely	Mostly	Somewhat	Mostly	Mostly	Somewhat	Mostly	Mostly	Mostly	Mostly	Mostly	Mostly		1.0			Capacitance	2	11997159
21	18-19	All three variables need to be taken into account to determine plate charge, but the plate separation should be placed elsewhere in order to align with the shape of the graph that I found with my data. 	This equation is actually one that I derived when I received my results during the experiment, though I did not include the negative sign in front of the equation. 	Fluent	Fluent				1.0	14293162	*Non science or applied science major	This lab felt more straight forward, and after learning techniques and strategies from the first lab, I found that finding relationships and data was easier to observe. I connected my results with the materials and concepts of the lab, resulting in a deeper understanding of the lab. 	Mostly all worked well, though I was very slightly thrown off by the presence of the light bulb. It did not seem relevant to the findings, though it was fun to mess around with. I got a little bored during the lab, but I did find relationships between the variables that I did not know existed. 	Mostly	Somewhat	Not at all	Mostly	Almost always	Often	Often	Sometimes	Often		larger plates (https://survey.ubc.ca/media/assets/user/27714/storage/bigPlates_10V.png)	higher voltage battery (https://survey.ubc.ca/media/assets/user/27714/storage/bigPlates_10V.png)	 (https://survey.ubc.ca/media/assets/user/23165/storage/equal2.png)	smaller separation (https://survey.ubc.ca/media/assets/user/27714/storage/bigPlates_10V.png)	 (https://survey.ubc.ca/media/assets/user/23165/storage/equal2.png)	The strength of voltage is the same despite their polarities, thus resulting in the same plate charge. 	two large plates perfectly aligned (https://survey.ubc.ca/media/assets/user/27714/storage/bigPlates_10V.png)	A greater surface area in connection between plates have more contact to exchange charge, resulting in a higher charge for plates that are more aligned with each other.		0.25		0.5		0.75		1	Mostly	Mostly	Mostly	Somewhat	Mostly	Mostly	Mostly	Somewhat	Mostly	Mostly	Mostly	Somewhat	Mostly	Mostly	Not at all	Somewhat	Mostly	Mostly	Mostly	Mostly	Somewhat	Mostly	Not at all	Somewhat	Somewhat	1.0				Capacitance	2	14293162
22	Prefer not to answer	The term -k3s is incorrect: it should definitely be the inverse of s, it might also need to be the inverse square, and I might also need to be the inverse of the entire equation (k1V+k2A)/k3s	The formula is likely correct except it should not have a negative sign and I believe that there must be some constants involved. I'm not sure if it is necessary for it to be additive or multiplicative.	Fluent	Fluent			1.0		17071167	*Undeclared	I played with the simulation and tried out different things. When I wasn't getting an answer that made sense I'd go back and try out new things, or try to find details I missed. The graphs were quite helpful but without labels it became a challenge. It was easier since I was familiar with the UI but also harder since I knew I was not finding something and yet the virtual lab couldn't help me because of its imprecise nature.	The recordings of data and graph worked much better this time, and I was able to work more efficiently, but the system was not useful enough to help me fully get the information I needed, even when I knew approximately what I needed. I might use a graphing software on the side to better find the relationships between charge, voltage separation and area of plates, in a capacitor.	Somewhat	Somewhat	Somewhat	Mostly	Almost always	Almost always	Often	Often	Almost always		larger plates (https://survey.ubc.ca/media/assets/user/27714/storage/bigPlates_10V.png)	higher voltage battery (https://survey.ubc.ca/media/assets/user/27714/storage/bigPlates_10V.png)	 (https://survey.ubc.ca/media/assets/user/23165/storage/equal2.png)	smaller separation (https://survey.ubc.ca/media/assets/user/27714/storage/bigPlates_10V.png)	 (https://survey.ubc.ca/media/assets/user/23165/storage/equal2.png)	The only difference is the sign of the charge, otherwise all other variables are identical	two large plates perfectly aligned (https://survey.ubc.ca/media/assets/user/27714/storage/bigPlates_10V.png)	When they are not aligned, there is less force and charge buildup possible since the areas are separated further than if they were aligned.		0.5		0.25		2		0.125	Definitely	Definitely	Definitely	Definitely	Definitely	Definitely	Mostly	Somewhat	Definitely	Definitely	Definitely	Mostly	Definitely	Definitely	Definitely	Somewhat	Somewhat	Somewhat	Not at all	Definitely	Definitely	Mostly	Somewhat	Definitely	Mostly	1.0				Capacitance	2	17071167
